Text,Category,Target Group,Final Annotation,OpenAI_Annotation,Annotator1,Annotator2,Annotator3
Your character felt like a mere placeholder; it added nothing substantial to the overall narrative.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
I heard your recent film had to rely on heavy post-production editing to salvage your lackluster scenes.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
Your line delivery was so robotic; do you even understand the script?,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
You should consider taking a break from acting classes; they don't seem to be making a difference.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
Your character's decisions were so implausible; it strained the credibility of the entire story.,Occupation,Actor,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
I can't believe they picked you over more talented actors for that role.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
Your acting is so outdated; it's like you're stuck in a time warp.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
I can't believe you accepted a role that required such a superficial understanding of the source material.,Occupation,Actor,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
I expected a better comeback from someone with your hiatus.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
Your recent projects seem like a desperate attempt to stay relevant; the quality is suffering.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
Your character was so uninspiring; it's like you didn't put in any effort.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
I expected a more versatile performance; your character felt like a watered-down version of your past roles.,Occupation,Actor,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
Your character's arc was so predictable; it lacked the necessary twists to keep the audience engaged.,Occupation,Actor,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
I heard you begged for that role; did you really need it that badly?,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
You should reconsider taking on challenging roles; it's evident your comfort zone is limiting your growth.,Occupation,Actor,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
You should take a break and reevaluate your career choices.,Occupation,Actor,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
I heard your recent film had to undergo extensive reshoots due to your inability to convey the intended emotions.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
Your recent projects are forgettable; are you intentionally fading away?,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
Your character lacked authenticity; it felt like you were playing a caricature rather than a real person.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
I can't believe you accepted a role that required such a one-dimensional portrayal; it's a regression.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
I expected a more compelling performance; it was just mediocre.,Occupation,Actor,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
Your recent choices suggest a disconnect with contemporary storytelling; are you not keeping up with the times?,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
Your attempts at a serious role are laughable; stick to comedy.,Occupation,Actor,Offensive,Offensive,Not Offensive,Offensive,Offensive
I expected a more nuanced understanding of your character; it felt like a surface-level interpretation.,Occupation,Actor,Not Offensive,Not Offensive,Not Offensive,Offensive,Not Offensive
I heard you had to do multiple retakes; can't get it right the first time?,Occupation,Actor,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
Your character's interactions were so forced; it was evident there was no chemistry with the co-stars.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
Your character development is non-existent; it's lazy storytelling.,Occupation,Actor,Offensive,Offensive,Offensive,Not Offensive,Offensive
You should explore different mediums; perhaps television or streaming services would be a better fit.,Occupation,Actor,Not Offensive,Not Offensive,Offensive,Not Offensive,Not Offensive
I heard your recent project struggled with finding a distributor; any comments on its commercial viability?,Occupation,Actor,Offensive,Offensive,Offensive,Not Offensive,Offensive
You're not aging gracefully; it's affecting your on-screen presence.,Occupation,Actor,Offensive,Offensive,Offensive,Not Offensive,Offensive
Your character lacked depth; it felt like the writers didn't invest enough effort in crafting a compelling backstory.,Occupation,Actor,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
I didn't know you were still relevant in the industry; news to me.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
I can't believe you accepted a role that required such an uninspired performance; it's disappointing.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
Your performance was cringe-worthy; I couldn't take it seriously.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
I expected a more memorable performance; your character failed to leave a lasting impression.,Occupation,Actor,Not Offensive,Not Offensive,Not Offensive,Offensive,Not Offensive
I heard your last project was a flop; is your career in jeopardy?,Occupation,Actor,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
Your character's motivations were so unclear; it left gaps in the narrative that were never addressed.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
You should consider a career change; maybe try directing.,Occupation,Actor,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
You should consider collaborating with emerging filmmakers; they might bring a fresh perspective to your career.,Occupation,Actor,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
I can't believe they cast you as a romantic lead; it's not convincing.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
I heard your recent film had to rely on distracting visual effects to divert attention from your shortcomings.,Occupation,Actor,Not Offensive,Not Offensive,Offensive,Not Offensive,Not Offensive
Your character was so unrelatable; I couldn't connect with it at all.,Occupation,Actor,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Not Offensive
Your character's dialogue felt stilted and unnatural; it lacked the authenticity required for a believable performance.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
I expected a more charismatic lead; you were overshadowed by others.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
I can't believe you accepted a role that required such a regressive portrayal; it's a step backward.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
Your recent projects lack the substance that once defined your filmography; are you compromising your artistic integrity?,Occupation,Actor,Offensive,Not Offensive,Offensive,Not Offensive,Offensive
Your dialogue delivery was so flat; it lacked any emotional impact.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
Your character's actions were so inconsistent; it made it challenging to empathize with their journey.,Occupation,Actor,Not Offensive,Not Offensive,Offensive,Not Offensive,Not Offensive
I heard you turned down a great script; bad career move.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
You should consider diversifying your roles; playing the same character type is becoming predictable.,Occupation,Actor,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
Your acting choices are so outdated; it's like you're stuck in the past.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
I didn't realize you were still attempting serious roles; it's not your forte.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
Your performance lacked nuance; it was too one-note.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
I expected a more convincing transformation for your character.,Occupation,Actor,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
Your character's motivations were unclear; it left the audience confused.,Occupation,Actor,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
I heard your co-stars had to reshoot scenes because of your mistakes.,Occupation,Actor,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
Your role seemed like a desperate attempt to stay relevant.,Occupation,Actor,Offensive,Offensive,Offensive,Not Offensive,Offensive
I don't think your acting can withstand the test of time.,Occupation,Actor,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
I expected more chemistry with your co-star; it felt forced.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
Your character was so forgettable; it's like you weren't even there.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
I heard you're difficult to work with on set; no wonder your projects suffer.,Occupation,Actor,Offensive,Offensive,Offensive,Not Offensive,Offensive
You should consider retiring before you tarnish your legacy further.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Not Offensive
Your recent choices seem more about quantity than quality.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Offensive
I didn't recognize you; did you lose your passion for acting?,Occupation,Actor,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Not Offensive
I can't believe they still cast you in major productions; it's a gamble.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
Your role was so miscast; I can't imagine anyone else being worse.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
I expected a more dynamic performance; it lacked energy.,Occupation,Actor,Offensive,Not Offensive,Offensive,Offensive,Not Offensive
Your character's arc was so predictable; it added nothing to the story.,Occupation,Actor,Offensive,Offensive,Offensive,Offensive,Offensive
I heard your last film was a box office disaster; any excuses?,Occupation,Actor,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
You should take a break and reconsider your approach to acting.,Occupation,Actor,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
